,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
1049,7,8,16,13,3,True
1050,17,23,105,78,23,True
1051,4,4,8,4,3,True
1052,5,6,9,7,3,True
1053,14,8,21,11,9,True
1054,9,7,15,9,5,True
1055,13,21,37,27,5,True
1056,13,10,24,13,4,True
1057,13,8,38,19,3,True
1058,11,23,66,51,9,True
1059,9,10,15,13,3,True
1060,7,6,15,8,5,True
1061,21,42,182,118,35,True
1062,0,0,0,0,11,True
1063,3,4,5,4,1,True
1064,11,9,44,17,3,True
1065,14,17,141,68,11,True
1066,5,6,8,6,1,True
1067,9,11,31,19,1,True
1068,12,14,66,28,19,True
1069,30,47,151,96,18,True
1070,3,8,9,8,1,True
1071,21,31,77,47,16,True
1072,16,73,252,231,13,True
1073,0,0,0,0,35,True
1074,7,8,36,23,1,True
1075,5,1,18,6,1,True
1076,0,0,0,0,9,True
1078,8,9,21,14,9,True
1079,9,12,22,19,11,True
1080,20,25,87,66,19,True
1081,13,24,86,57,15,True
1082,13,18,38,29,3,True
1083,16,28,55,40,9,True
1084,19,29,125,101,27,True
1085,10,13,28,24,5,True
1087,11,27,58,43,19,True
1088,0,0,0,0,23,True
1089,29,52,247,182,35,True
1090,13,10,34,29,5,True
1091,9,21,44,38,5,True
1092,14,29,80,58,21,True
1093,11,7,20,12,5,True
1094,14,9,37,30,13,True
1095,27,35,97,58,8,True
1096,20,21,39,28,5,True
1097,19,46,183,157,25,True
1098,14,36,63,55,15,True
1099,15,35,69,55,19,True
1100,31,47,122,82,34,True
1101,12,9,24,14,7,True
1102,20,30,63,30,16,True
1103,24,55,268,187,35,True
1104,22,39,154,98,15,True
1105,6,9,7,10,1,True
1106,19,67,336,243,35,True
1108,4,3,5,4,1,True
1109,49,87,255,131,42,True
1110,10,9,22,14,3,True
1111,16,31,169,96,1,True
1112,34,117,768,452,25,True
1113,6,10,6,10,1,True
1114,18,54,248,184,37,True
1115,18,21,88,47,11,True
1116,0,0,0,0,15,True
1117,18,10,27,21,9,True
1118,26,70,315,234,63,True
1119,21,59,183,151,15,True
1120,10,16,28,21,3,True
1121,17,43,145,136,11,True
1122,23,53,196,170,17,True
1123,27,59,257,176,64,True
1124,9,10,22,15,5,True
1125,25,31,112,75,17,True
1126,25,71,234,159,69,True
1127,8,8,15,13,3,True
1128,17,26,128,83,13,True
1129,20,34,199,133,21,True
1130,18,18,61,40,9,True
1131,12,23,104,68,5,True
1132,22,39,122,104,19,True
1133,21,35,175,114,21,True
1134,26,75,268,223,35,True
1135,25,52,269,182,33,True
1136,25,42,169,101,23,True
1137,17,21,105,69,13,True
1138,8,5,18,10,5,True
1139,5,4,8,6,1,True
1140,16,6,26,11,7,True
1141,9,17,43,30,3,True
1143,13,9,28,13,3,True
1144,13,14,55,30,1,True
1145,16,17,74,46,3,True
1146,15,17,78,79,19,True
1147,30,44,414,262,37,True
1148,18,27,88,58,15,True
1149,15,16,36,28,7,True
1150,28,34,194,120,38,True
1151,20,23,102,64,7,True
1152,10,7,16,12,5,True
1153,21,70,218,166,9,True
1154,23,66,232,173,13,True
1155,21,70,235,174,11,True
1156,13,43,82,73,1,True
1157,13,44,82,73,1,True
1158,20,76,910,733,145,True
1159,15,53,130,107,3,True
1160,16,52,124,105,3,True
1161,24,81,473,338,17,True
1162,19,36,247,134,5,True
1163,4,3,5,3,1,True
1164,22,28,89,50,8,True
1165,22,34,86,64,15,True
1166,18,24,72,43,7,True
1167,15,24,72,51,11,True
1168,12,23,49,44,7,True
1169,18,16,40,24,5,True
1170,13,17,47,31,9,True
1171,11,12,40,21,7,True
1172,3,2,3,2,1,True
1173,14,13,29,19,9,True
1174,6,9,17,10,7,True
1175,18,13,36,20,3,True
1176,19,18,54,33,13,True
1177,25,58,338,207,79,True
1178,22,24,79,51,17,True
1179,17,12,46,26,15,True
1180,16,19,49,41,11,True
1181,26,81,355,220,85,True
1182,12,77,211,196,1,True
1184,11,10,40,22,10,True
1185,16,71,605,338,245,True
1186,12,8,42,20,3,True
1187,17,15,39,26,11,True
1188,18,33,151,100,35,True
1189,11,21,37,29,5,True
1190,8,17,19,19,1,True
1191,0,0,0,0,75,True
1192,9,9,16,16,5,True
1193,16,18,70,36,13,True
1194,10,6,23,15,3,True
1195,19,33,152,102,47,True
1196,11,14,25,17,7,True
1197,8,7,23,15,1,True
1198,9,25,41,32,5,True
1199,12,16,46,32,5,True
1200,11,7,25,14,1,True
1201,25,34,227,102,31,True
1202,23,27,168,75,27,True
1203,5,3,5,3,1,True
1204,12,6,17,8,5,True
1205,23,55,1121,491,265,True
1206,9,16,43,30,3,True
1207,29,45,249,147,43,True
1208,17,30,126,97,23,True
1209,4,2,4,2,1,True
1210,17,33,92,71,17,True
1211,14,16,41,29,9,True
1212,12,18,44,42,11,True
1213,10,6,15,9,9,True
1214,23,62,299,245,37,True
1215,26,80,394,318,57,True
1216,5,15,21,19,1,True
1217,24,132,349,314,23,True
1218,18,19,79,60,11,True
1219,0,0,0,0,11,True
1221,8,16,23,20,5,True
1222,22,61,441,356,55,True
1223,12,12,62,41,9,True
1224,26,47,152,119,27,True
1225,18,19,63,29,11,True
1226,21,32,156,118,43,True
1227,21,24,61,39,17,True
1228,10,9,16,12,9,True
1229,24,75,377,327,31,True
1230,16,27,128,84,25,True
1231,15,15,31,23,5,True
1232,10,5,18,7,5,True
1233,14,14,88,61,31,True
1234,8,4,30,16,9,True
1235,17,33,146,98,13,True
1236,18,19,53,40,11,True
1237,19,31,69,49,17,True
1238,10,23,46,39,7,True
1239,19,14,103,64,19,True
1240,19,19,78,53,23,True
1241,14,31,73,54,3,True
1242,14,30,74,54,3,True
1243,23,36,114,71,15,True
1244,15,19,58,46,7,True
1245,19,25,86,67,7,True
1246,14,18,67,41,9,True
1247,19,26,84,62,15,True
1248,10,33,91,83,3,True
1249,4,7,8,8,1,True
1252,13,11,28,20,7,True
1253,16,29,66,52,11,True
1254,10,25,81,56,9,True
1255,15,48,97,81,11,True
1256,11,11,28,18,5,True
1257,7,7,11,7,3,True
1258,15,21,63,42,7,True
1259,5,9,14,13,1,True
1260,16,14,39,25,11,True
1261,16,42,92,82,13,True
1262,14,10,36,18,5,True
1263,14,9,24,14,3,True
1265,10,9,21,13,1,True
1266,18,16,44,23,7,True
1267,19,18,52,28,9,True
1268,15,18,55,33,11,True
1269,23,36,155,89,23,True
1270,12,12,34,20,5,True
1271,8,4,10,4,3,True
1272,21,21,180,94,25,True
1273,10,23,53,46,5,True
1275,22,19,57,43,9,True
1276,15,26,75,52,9,True
1277,19,30,86,55,13,True
1278,16,16,55,38,7,True
1279,18,37,150,89,7,True
1280,0,0,0,0,25,True
1281,20,27,67,48,14,True
1282,0,0,0,0,7,True
1283,17,20,94,80,17,True
1284,11,10,22,16,5,True
1285,15,37,117,102,5,True
1286,0,0,0,0,13,True
1287,26,35,196,104,60,True
1288,18,13,46,30,11,True
1290,16,48,88,80,13,True
1291,12,11,33,24,13,True
1292,16,24,104,68,13,True
1293,20,37,119,79,27,True
1294,4,22,55,54,1,True
1295,0,0,0,0,7,True
1296,19,28,69,42,11,True
1297,17,39,133,90,23,True
1298,23,42,135,95,12,True
1299,14,26,120,90,7,True
1300,48,36,197,41,32,True
1301,11,11,33,24,1,True
1302,0,0,0,0,25,True
1303,0,0,0,0,17,True
1304,25,28,188,127,35,True
1305,18,26,82,56,7,True
1306,19,26,102,67,5,True
1307,12,70,252,198,1,True
1308,13,30,85,69,5,True
1309,17,140,470,458,5,True
1310,27,96,661,449,109,True
1312,19,33,132,116,17,True
1313,19,17,76,40,5,True
1314,7,6,11,8,1,True
1315,0,0,0,0,11,True
1316,8,5,12,7,3,True
1317,12,22,53,44,13,True
1318,0,0,0,0,19,True
1319,0,0,0,0,11,True
1320,0,0,0,0,39,True
1321,0,0,0,0,17,True
1323,13,29,62,44,3,True
1324,14,4,77,32,5,True
1325,25,37,240,165,31,True
1326,14,22,56,40,3,True
1327,27,69,1932,1483,401,True
1328,25,32,119,75,21,True
1329,10,6,16,10,3,True
1331,0,0,0,0,27,True
1332,19,28,151,94,11,True
1333,0,0,0,0,9,True
1335,0,0,0,0,7,True
1336,0,0,0,0,13,True
1337,0,0,0,0,15,True
1338,17,14,66,33,13,True
1339,0,0,0,0,9,True
1342,0,0,0,0,13,True
1343,24,40,362,212,59,True
1344,26,42,346,201,41,True
1345,21,56,302,221,21,True
1346,19,19,152,75,7,True
1347,9,15,49,33,1,True
1348,13,23,43,31,3,True
1349,12,23,151,84,55,True
1350,19,21,86,42,11,True
1351,18,16,37,22,5,True
1352,6,24,84,72,1,True
1353,10,9,18,14,5,True
1354,24,44,215,118,43,True
1355,13,11,28,17,5,True
1356,12,13,38,16,7,True
1357,13,44,109,92,23,True
1358,9,4,14,7,3,True
1359,26,68,339,285,15,True
1360,0,0,0,0,9,True
1361,15,9,29,14,5,True
1362,0,0,0,0,5,True
1363,19,21,69,55,25,True
1364,0,0,0,0,13,True
1365,14,14,53,25,3,True
1366,0,0,0,0,31,True
1367,16,22,127,64,3,True
1368,0,0,0,0,35,True
1369,0,0,0,0,35,True
1370,0,0,0,0,35,True
1371,0,0,0,0,35,True
1372,19,28,126,91,13,True
1374,0,0,0,0,19,True
1375,0,0,0,0,7,True
1376,0,0,0,0,15,True
1377,29,90,329,263,69,True
1378,0,0,0,0,11,True
1379,0,0,0,0,17,True
1380,7,4,12,6,5,True
1381,27,56,215,144,26,True
1382,18,12,35,36,9,True
1383,20,17,46,33,11,True
1384,15,29,64,53,5,True
1386,21,33,62,49,9,True
1387,5,11,15,13,1,True
1388,19,14,84,44,19,True
1389,4,12,14,12,1,True
1390,10,7,14,7,1,True
1391,6,19,36,32,1,True
1392,26,146,620,520,71,True
1393,0,0,0,0,17,True
1394,0,0,0,0,13,True
1395,0,0,0,0,7,True
1396,14,11,21,13,3,True
1397,14,46,102,89,9,True
1398,17,27,83,64,9,True
1399,4,1,5,1,1,True
1400,18,18,73,38,9,True
1402,22,66,234,154,91,True
1403,11,12,62,34,1,True
1404,0,0,0,0,13,True
1405,23,34,95,61,19,True
1406,9,8,13,9,1,True
1407,15,43,90,76,13,True
1408,20,26,200,133,33,True
1409,13,22,109,71,49,True
1410,7,76,255,181,73,True
1411,410,806,2415,1607,403,True
1412,7,3,8,3,1,True
1413,21,37,223,146,21,True
1414,0,0,0,0,29,True
1415,14,34,99,96,21,True
1416,10,25,43,38,5,True
1417,0,0,0,0,7,True
1418,10,37,134,95,41,True
1419,12,7,46,22,3,True
1420,19,17,138,85,35,True
1421,13,10,22,18,5,True
1422,7,5,8,6,3,True
1423,21,48,229,148,19,True
1424,19,25,91,52,12,True
1425,24,42,129,86,21,True
1426,19,24,73,63,10,True
1427,16,24,71,38,7,True
1428,19,22,75,39,13,True
1429,15,36,86,52,7,True
1430,20,41,111,90,7,True
1431,11,14,29,19,7,True
1432,23,50,147,118,25,True
1433,14,18,47,38,11,True
1434,16,15,75,43,5,True
1435,11,24,46,37,9,True
1436,0,0,0,0,11,True
1437,11,12,29,18,7,True
1438,12,13,138,58,5,True
1439,17,34,87,79,7,True
1440,35,154,559,477,84,True
1441,6,3,8,3,3,True
1442,12,8,27,12,3,True
1443,0,0,0,0,5,True
1444,9,14,29,21,3,True
1445,36,45,126,87,15,True
1446,20,50,205,156,21,True
1447,11,7,23,9,3,True
1449,18,22,76,40,5,True
1450,0,0,0,0,5,True
1452,14,10,28,13,5,True
1453,12,7,22,10,3,True
1454,13,11,33,16,7,True
1455,10,7,21,10,1,True
1456,21,24,110,75,11,True
1457,12,7,28,11,3,True
1458,11,8,27,11,3,True
1459,18,21,76,39,5,True
1460,16,14,48,28,5,True
1461,13,11,31,15,7,True
1462,12,9,26,13,3,True
1463,19,36,138,74,11,True
1464,18,22,76,40,5,True
1465,12,23,84,44,3,True
1466,12,16,31,27,3,True
1467,12,8,27,12,3,True
1468,12,11,30,16,3,True
1469,12,10,29,15,3,True
1470,18,22,76,40,5,True
1472,11,9,24,12,3,True
1473,10,9,24,11,3,True
1474,9,6,19,8,1,True
1475,12,10,28,13,5,True
1476,20,30,287,153,21,True
1477,21,22,87,55,9,True
1478,23,24,115,76,13,True
1479,9,6,19,7,3,True
1480,18,20,95,46,5,True
1481,11,10,31,15,3,True
1482,11,10,30,15,3,True
1483,11,10,28,14,5,True
1484,13,9,27,13,3,True
1485,11,8,27,11,3,True
1486,17,88,283,209,9,True
1487,12,8,24,11,3,True
1488,14,34,85,75,7,True
1489,32,49,381,207,30,True
1490,15,25,128,72,11,True
1491,1,0,1,0,1,True
1492,15,43,102,73,29,True
1493,23,35,157,94,31,True
1494,9,13,24,17,3,True
1495,5,7,9,7,1,True
1496,6,16,26,22,3,True
1497,10,8,19,13,5,True
1498,14,23,88,73,5,True
1499,19,37,277,263,16,True
1500,13,15,39,20,5,True
1501,8,6,20,13,5,True
1502,9,14,34,26,5,True
1503,10,12,23,18,3,True
1504,12,26,50,46,5,True
1505,10,8,16,11,3,True
1506,9,14,22,18,3,True
1507,9,15,61,35,1,True
1508,9,12,59,54,5,True
1509,12,27,46,44,7,True
1510,27,51,246,150,35,True
1511,16,13,257,129,3,True
1512,5,8,11,8,1,True
1513,10,14,36,21,4,True
1514,14,15,36,19,4,True
1515,19,54,209,145,19,True
1516,13,15,46,33,3,True
1517,15,16,61,59,11,True
1518,0,0,0,0,11,True
1519,0,0,0,0,1,True
1520,22,58,215,168,41,True
1521,0,0,0,0,23,True
1522,11,17,65,46,17,True
1523,8,15,22,21,3,True
1524,13,16,37,31,9,True
1525,0,0,0,0,33,True
1526,13,25,58,46,3,True
1527,13,25,58,46,3,True
1528,10,17,41,31,3,True
1529,16,17,75,38,9,True
1530,20,23,147,98,27,True
1533,10,18,32,22,9,True
1534,12,9,26,13,9,True
1535,8,11,24,15,3,True
1536,14,19,45,29,7,True
1537,17,24,71,47,9,True
1538,17,14,45,26,15,True
1539,8,8,84,43,1,True
1540,15,28,85,75,19,True
1541,13,19,40,24,9,True
1542,13,19,43,27,5,True
1543,18,51,251,163,67,True
1544,42,68,255,157,21,True
1545,27,38,131,105,17,True
1546,23,75,358,221,41,True
1547,25,48,284,236,63,True
1548,21,56,275,193,61,True
1549,31,110,523,425,77,True
1550,26,28,522,320,151,True
1551,0,0,0,0,23,True
1552,31,24,135,62,16,True
1553,35,241,1013,885,149,True
1554,36,28,139,78,23,True
1555,6,7,10,8,1,True
1556,6,14,33,23,3,True
1557,17,25,119,86,25,True
1558,17,25,119,86,25,True
1559,8,19,60,43,5,True
1560,14,41,95,74,11,True
1561,0,0,0,0,1,True
1562,20,56,158,131,11,True
1563,0,0,0,0,115,True
1564,21,81,370,235,113,True
1565,0,0,0,0,181,True
1566,19,31,161,100,47,True
1567,20,40,169,138,19,True
1568,15,43,99,77,15,True
1569,19,20,77,37,7,True
1570,17,15,81,52,7,True
1571,18,29,148,70,13,True
1572,11,17,30,23,7,True
1573,0,0,0,0,69,True
1574,11,20,31,26,3,True
1575,15,17,49,34,9,True
1576,12,5,20,8,9,True
1577,14,20,49,30,5,True
1578,24,69,279,179,37,True
1579,0,0,0,0,37,True
1580,17,21,64,51,5,True
1581,20,21,99,70,13,True
1582,0,0,0,0,19,True
1583,0,0,0,0,57,True
1584,36,128,471,369,47,True
1585,21,23,70,44,7,True
1586,10,19,61,42,7,True
1587,19,11,40,20,13,True
1588,40,96,1228,487,133,True
1589,15,16,30,27,5,True
1590,19,22,54,49,7,True
1591,0,0,0,0,81,True
1592,20,15,72,62,17,True
1593,0,0,0,0,13,True
1594,21,22,231,138,43,True
1595,16,33,93,58,25,True
1596,22,24,74,52,15,True
1597,26,29,144,81,21,True
1598,?,?,?,?,?,True
1599,16,25,75,45,7,True
1600,0,0,0,0,13,True
1601,12,18,48,28,5,True
1602,32,64,192,126,26,True
1603,14,50,192,148,5,True
1604,14,13,27,18,5,True
1605,22,37,233,93,17,True
1606,3,3,5,4,1,True
1607,24,42,202,125,13,True
1608,0,0,0,0,11,True
1609,16,99,258,202,5,True
1610,0,0,0,0,63,True
1611,18,117,595,444,11,True
1612,22,119,793,673,17,True
1613,12,175,1019,778,1,True
1614,7,55,115,103,1,True
1615,22,119,653,563,17,True
1616,13,37,76,77,11,True
1617,12,27,175,125,21,True
1618,16,18,50,24,11,True
1619,14,127,676,599,5,True
1620,15,70,160,143,7,True
1621,22,23,98,60,11,True
1622,27,164,1058,903,47,True
1623,15,91,297,271,5,True
1624,11,101,251,247,7,True
1625,13,32,105,85,19,True
1626,17,38,150,112,37,True
1627,15,15,69,50,7,True
1628,20,48,100,89,9,True
1629,17,12,72,46,3,True
1630,15,31,81,58,3,True
1631,0,0,0,0,11,True
1632,16,34,237,121,107,True
1633,15,38,82,79,15,True
1634,21,66,274,158,37,True
1635,15,22,94,61,23,True
1636,0,0,0,0,5,True
1637,19,37,119,86,7,True
1638,11,25,106,77,5,True
1639,16,27,85,52,7,True
1640,0,0,0,0,3,True
1641,27,59,312,269,55,True
1642,22,51,239,203,45,True
1643,22,37,124,80,21,True
1644,27,112,702,545,137,True
1645,20,47,220,150,31,True
1646,0,0,0,0,45,True
1647,14,14,53,31,9,True
1648,18,29,105,67,11,True
1649,11,22,114,60,1,True
1650,21,48,205,121,15,True
1651,21,37,246,131,29,True
1652,22,46,227,136,31,True
1653,13,18,37,29,5,True
1654,0,0,0,0,31,True
1655,26,29,204,133,63,True
1656,21,32,126,91,25,True
1658,22,33,165,112,35,True
1659,19,16,63,39,5,True
1660,18,55,144,120,19,True
1661,18,25,152,73,23,True
1662,39,57,187,137,28,True
1663,22,21,1041,271,67,True
1664,0,0,0,0,69,True
1665,0,0,0,0,59,True
1666,0,0,0,0,35,True
1667,0,0,0,0,13,True
1668,0,0,0,0,15,True
1669,22,13,91,52,21,True
1670,0,0,0,0,9,True
1671,15,27,79,50,25,True
1672,26,27,154,102,37,True
1673,11,31,86,72,11,True
1674,14,70,209,175,3,True
1675,12,35,68,55,3,True
1676,19,25,73,56,15,True
1677,20,20,144,60,15,True
1678,15,10,102,67,31,True
1679,15,13,146,97,53,True
1680,17,142,1136,944,7,True
1681,13,10,53,21,4,True
1682,16,64,159,120,3,True
1683,9,9,26,20,9,True
1684,15,77,216,202,9,True
1685,15,60,120,92,27,True
1686,4,73,77,74,1,True
1687,6,3,9,4,3,True
1688,15,21,107,44,7,True
1689,3,2,5,2,1,True
1690,20,96,213,170,13,True
1691,26,72,299,221,55,True
1692,11,7,17,12,7,True
1693,24,22,121,87,15,True
1694,46,128,966,567,30,True
1695,22,59,187,138,59,True
1696,15,35,59,55,7,True
1697,44,88,541,334,96,True
1698,21,63,185,127,45,True
1699,9,13,22,18,5,True
1700,13,18,46,34,9,True
1701,16,16,98,55,5,True
1702,11,13,28,22,19,True
1703,0,0,0,0,71,True
1704,0,0,0,0,7,True
1705,0,0,0,0,19,True
1706,25,37,321,168,105,True
1707,22,34,128,84,19,True
1708,16,16,73,49,19,True
1709,30,74,457,322,83,True
1710,18,72,329,227,5,True
1711,23,39,275,152,33,True
1712,0,0,0,0,15,True
1713,21,37,472,265,125,True
1714,0,0,0,0,53,True
1715,19,21,80,53,9,True
1717,22,45,154,112,21,True
1718,10,17,39,31,7,True
1720,26,76,322,252,65,True
1721,6,8,12,8,1,True
1722,26,66,852,575,137,True
1723,13,9,75,38,15,True
1724,0,0,0,0,5,True
1725,27,37,118,73,25,True
1726,23,30,147,97,25,True
1727,23,41,102,66,15,True
1728,0,0,0,0,35,True
1729,23,25,110,87,21,True
1730,23,34,89,70,25,True
1731,18,19,101,74,19,True
1732,23,26,77,38,14,True
1733,13,11,31,17,5,True
1734,15,9,54,20,5,True
1735,15,49,178,169,13,True
1736,22,27,96,70,12,True
1737,22,49,172,142,33,True
1738,24,65,250,171,45,True
1739,10,6,18,10,1,True
1742,5,15,20,17,1,True
1743,10,8,45,27,5,True
1745,12,20,49,32,11,True
1746,14,28,59,44,7,True
1747,14,16,35,22,9,True
1748,8,11,27,24,1,True
1749,14,18,55,34,5,True
1750,12,10,30,18,3,True
1751,12,10,36,20,3,True
1752,13,27,80,61,13,True
1753,8,14,21,20,3,True
1754,0,0,0,0,25,True
1755,0,0,0,0,19,True
1756,36,102,550,398,97,True
1757,26,63,244,183,41,True
1758,0,0,0,0,11,True
1760,18,25,70,49,11,True
1761,24,89,449,333,15,True
1762,12,39,96,60,11,True
1763,16,38,126,77,33,True
1764,21,27,126,78,17,True
1765,0,0,0,0,17,True
1766,0,0,0,0,13,True
1767,8,17,19,19,1,True
1768,18,15,44,27,9,True
1769,25,53,297,218,51,True
1770,20,30,148,110,13,True
1771,4,12,16,15,1,True
1772,11,6,20,11,7,True
1773,32,51,196,152,25,True
1774,9,17,44,40,9,True
1775,23,41,356,239,69,True
1776,22,44,268,189,43,True
1777,23,35,109,94,9,True
1778,0,0,0,0,13,True
1779,9,7,29,20,3,True
1780,23,85,459,296,29,True
1781,30,53,219,142,31,True
1782,16,43,223,165,25,True
1783,14,36,89,63,17,True
1784,0,0,0,0,47,True
1785,0,0,0,0,21,True
1786,26,43,413,211,73,True
1787,9,7,15,13,9,True
1788,10,26,63,51,11,True
1789,0,0,0,0,23,True
1790,16,20,40,25,3,True
1791,0,0,0,0,31,True
1793,25,45,141,110,23,True
1794,21,117,664,601,61,True
1795,6,17,28,26,1,True
1796,0,0,0,0,1,True
1798,19,18,64,42,13,True
1799,17,64,285,168,13,True
1800,14,35,119,98,35,True
1801,12,27,156,119,1,True
1802,0,0,0,0,9,True
1803,17,23,166,107,57,True
1804,14,62,412,348,7,True
1805,21,36,120,92,19,True
1806,0,0,0,0,11,True
1807,0,0,0,0,11,True
1808,19,31,125,97,7,True
1809,0,0,0,0,67,True
1810,14,19,115,62,3,True
1811,8,7,79,48,3,True
1812,22,28,100,57,8,True
1813,17,27,91,69,19,True
1814,0,0,0,0,21,True
1815,0,0,0,0,87,True
1816,0,0,0,0,55,True
1817,0,0,0,0,9,True
1818,0,0,0,0,29,True
1819,0,0,0,0,7,True
1820,0,0,0,0,31,True
1821,0,0,0,0,23,True
1822,20,16,54,37,13,True
1823,25,20,144,95,37,True
1824,25,21,143,96,37,True
1827,33,81,1089,807,47,True
1828,14,61,167,140,3,True
1829,14,22,62,51,13,True
1830,23,41,288,151,35,True
1831,21,30,314,130,77,True
1832,25,61,313,193,27,True
1833,0,0,0,0,25,True
1834,8,6,11,8,5,True
1836,17,26,84,57,9,True
1837,15,11,78,41,7,True
1838,22,25,121,79,31,True
1839,18,30,102,66,21,True
1840,20,63,215,183,23,True
1841,26,73,221,180,23,True
1842,0,0,0,0,35,True
1843,11,9,16,11,5,True
1844,17,15,68,36,17,True
1845,0,0,0,0,33,True
1846,17,39,133,106,15,True
1847,4,9,17,14,3,True
1848,32,104,715,479,179,True
1849,13,23,44,34,3,True
1850,23,60,172,140,17,True
1851,41,60,202,131,24,True
1852,12,28,58,49,5,True
1853,10,11,28,20,9,True
1854,14,17,37,24,3,True
1855,37,137,434,342,65,True
1856,0,0,0,0,23,True
1857,26,43,120,80,7,True
1858,24,14,125,62,17,True
1859,14,24,60,40,9,True
1860,27,41,260,157,33,True
1861,23,27,84,40,11,True
1862,27,39,248,147,31,True
1863,20,22,112,62,5,True
1864,20,38,127,78,11,True
1865,13,8,28,13,3,True
1866,10,11,27,15,3,True
1867,9,7,12,11,3,True
1868,19,34,200,128,81,True
1869,20,48,304,171,55,True
1870,24,47,218,152,57,True
1871,18,24,65,50,13,True
1872,16,22,76,38,15,True
1873,0,0,0,0,11,True
1874,12,33,165,117,13,True
1875,28,85,406,283,65,True
1876,12,11,20,14,5,True
1877,20,26,96,62,8,True
1878,0,0,0,0,7,True
1879,6,4,9,4,3,True
1880,18,19,92,49,15,True
1881,18,24,84,59,19,True
1882,25,48,233,152,37,True
1883,21,34,124,84,8,True
1884,24,44,187,122,27,True
1885,28,45,253,164,41,True
1886,15,24,63,47,7,True
1887,27,44,274,184,31,True
1888,24,24,86,57,11,True
1889,27,46,246,162,49,True
1890,25,59,218,165,29,True
1891,23,38,381,229,41,True
1892,22,39,145,103,19,True
1893,0,0,0,0,21,True
1894,0,0,0,0,39,True
1895,0,0,0,0,33,True
1896,8,17,23,18,5,True
1897,21,26,84,49,7,True
1898,23,78,681,423,43,True
1899,8,34,63,42,5,True
1900,24,50,241,119,14,True
1901,9,30,60,50,9,True
1902,0,0,0,0,53,True
1903,0,0,0,0,95,True
1904,21,174,701,550,137,True
1905,9,17,114,101,21,True
1906,30,122,646,451,151,True
1907,24,86,215,166,81,True
1908,22,85,292,208,31,True
1909,13,38,67,59,9,True
1910,18,20,72,34,7,True
1911,13,12,40,27,9,True
1912,17,28,96,58,19,True
1913,20,38,140,92,43,True
1914,0,0,0,0,15,True
1915,22,50,184,129,21,True
1916,17,37,188,154,27,True
1917,23,93,415,286,33,True
1918,22,68,215,166,19,True
1919,16,93,296,271,5,True
1920,23,25,99,70,11,True
1921,17,47,184,150,9,True
1922,25,45,290,219,75,True
1923,33,119,1001,692,161,True
1924,17,17,68,49,15,True
1925,18,24,115,57,9,True
1926,29,67,495,298,32,True
1927,15,12,169,83,3,True
1928,29,71,197,159,41,True
1929,0,0,0,0,27,True
1930,23,48,162,136,9,True
1931,18,35,118,76,21,True
1932,8,18,35,31,7,True
1933,8,15,31,28,3,True
1934,16,21,55,31,11,True
1935,17,23,60,34,12,True
1936,23,71,489,232,65,True
1937,20,70,300,186,25,True
1938,6,12,32,23,1,True
1941,23,108,280,168,65,True
1942,0,0,0,0,21,True
1943,31,64,249,173,25,True
1944,35,77,405,243,58,True
1945,29,83,500,377,61,True
1946,0,0,0,0,13,True
1947,21,38,160,137,29,True
1948,18,32,94,78,13,True
1949,22,54,290,217,43,True
1950,18,27,106,54,9,True
1951,0,0,0,0,33,True
1952,27,77,657,448,115,True
1953,18,21,123,55,17,True
1954,23,28,139,92,22,True
1955,20,38,136,121,15,True
1956,13,52,113,106,15,True
1957,13,19,59,34,5,True
1958,16,29,107,58,11,True
1959,19,83,354,278,31,True
1960,16,20,81,53,5,True
1961,0,0,0,0,7,True
1962,21,48,180,126,19,True
1963,0,0,0,0,1,True
1964,19,42,219,135,11,True
1965,0,0,0,0,39,True
1966,18,32,97,74,15,True
1967,25,40,151,117,29,True
1968,29,74,602,417,73,True
1969,0,0,0,0,75,True
1970,20,17,99,56,47,True
1971,34,56,139,84,27,True
1972,0,0,0,0,11,True
1973,13,19,45,40,11,True
1974,0,0,0,0,53,True
1975,0,0,0,0,15,True
1976,19,19,71,46,11,True
1977,0,0,0,0,25,True
1978,13,9,26,14,3,True
1979,0,0,0,0,49,True
1980,21,47,143,121,12,True
1981,9,30,49,38,9,True
1982,16,22,52,41,7,True
1983,17,32,103,70,9,True
1984,0,0,0,0,29,True
1985,17,26,137,78,5,True
1986,19,112,842,526,147,True
1987,16,60,342,258,3,True
1988,0,0,0,0,3,True
1989,0,0,0,0,27,True
1990,22,19,82,43,15,True
1991,39,256,965,787,153,True
1993,11,4,48,18,11,True
1994,13,10,58,30,1,True
1995,48,176,1265,784,36,True
1996,27,30,90,65,27,True
1997,52,58,177,100,12,True
1998,23,57,184,140,13,True
1999,22,68,220,170,15,True
2000,0,0,0,0,41,True
2001,12,128,995,748,37,True
2002,12,44,114,118,3,True
2003,23,43,156,121,27,True
2004,0,0,0,0,57,True
2005,17,42,139,89,25,True
2006,40,77,298,217,35,True
2007,34,81,467,236,42,True
2008,19,13,96,39,31,True
2009,29,83,307,224,37,True
